n\b,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200
1,0.000000,0.003000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000,0.001000,0.000000,0.000000,0.000000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.000000,0.000000,0.002000,0.000000,0.000000,0.001000,0.000000,0.001000,0.001000,0.000000,0.001000,0.001000,0.002000,0.000000,0.002000,0.001000,0.000000,0.001000,0.001000,0.001000
7,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.004000,0.002000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000
8,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000
9,0.001000,0.001000,0.003000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000
10,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.002000,0.001000,0.001000
11,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.002000,0.004000,0.001000,0.002000,0.001000,0.001000,0.001000,0.001000,0.001000
12,0.001000,0.001000,0.002000,0.002000,0.001000,0.002000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000
13,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000
14,0.001000,0.002000,0.001000,0.002000,0.001000,0.001000,0.001000,0.001000,0.001000,0.002000,0.002000,0.001000,0.001000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.001000
15,0.001000,0.001000,0.002000,0.002000,0.001000,0.001000,0.002000,0.002000,0.002000,0.001000,0.002000,0.002000,0.002000,0.002000,0.002000,0.001000,0.002000,0.002000,0.002000,0.002000
16,0.001000,0.001000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.001000,0.002000,0.002000,0.002000,0.002000,0.002000,0.003000,0.002000,0.002000,0.002000,0.002000,0.001000
17,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000
18,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000
19,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.003000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.003000,0.002000,0.002000,0.002000,0.002000
20,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.003000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.003000,0.002000
21,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.003000,0.002000,0.002000,0.002000,0.003000,0.002000,0.002000,0.003000,0.002000,0.003000,0.003000,0.003000,0.003000,0.003000
22,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.003000,0.002000,0.002000,0.003000,0.002000,0.002000,0.003000,0.002000,0.003000,0.003000,0.003000,0.003000
23,0.002000,0.002000,0.006000,0.002000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.002000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000
24,0.002000,0.002000,0.002000,0.003000,0.003000,0.002000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000
25,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000,0.003000
